left_id,right_id,celltype,additional_annotations,level_7_cluster
8864785,4617479,MB-FBN,FBN-7,79
15588620,7594047,MB-FBN,FBN-5,79
18035864,4411688,MB-FBN,FB2N-3,79
17300165,9848760,MB-FBN,FAN-5,79
15623649,20443457,PN,FB2N-12; gustatory-pharyngeal 2nd_order PN,79
14073503,5669107,CN,no official annotation,79
14158399,17784367,MB-FBN,FB2N-21,79
12789813,16405545,CN,no official annotation,79
14342744,15618614,CN,no official annotation,80
12199095,17435678,MB-FFN,FFN-35,80
16950097,4847079,pre-DN-VNC,no official annotation,80
7005145,7590264,DN-VNC,no official annotation,80
14579509,13835439,pre-DN-VNC,no official annotation,80
16435325,8995807,PN,gustatory-external 2nd_order PN,80
16547268,15732485,pre-DN-SEZ,no official annotation,80
15897280,2669844,DN-VNC,no official annotation,80
5902352,5936935,pre-DN-VNC,no official annotation,80
17000062,17755491,pre-DN-VNC,no official annotation,80
4408397,4199033,MB-FBN,FAN-8,81
18500988,14334367,pre-DN-SEZ,no official annotation,81
17276867,6611100,CN,CN-41,81
9062992,8792477,MB-FBN,FBN-21,81
11003551,17913199,PN-somato,noci 2nd_order PN,81
17177005,8019816,MB-FBN,FB2N-5,81
9238937,9103732,MB-FBN,FAN-10,81
9064208,5934511,MB-FBN,FBN-19,81
17016974,4022539,MBON,MBON-m1; CN-62,82
15741865,6290724,MB-FBN,CN-32; FBN-10,82
14000746,16699958,MB-FBN,CN-33; FAN-7,82
11017761,16178283,MBON,MBON-p1; CN-61,82
9141404,16691937,MB-FBN,CN-37; FBN-2,82
11600886,7980189,CN,CN-24,82
7335439,5500958,DN-VNC,no official annotation,83
4453485,2283495,RGN,no official annotation,83
3281684,15202263,RGN,no official annotation,83
10059655,11639192,DN-SEZ,no official annotation,83
4506509,2852273,RGN,no official annotation,83
7338309,17352470,DN-SEZ,no official annotation,83
3498479,3414508,DN-SEZ,no official annotation,83
4523584,2659386,RGN,no official annotation,83
4523803,13793212,RGN,no official annotation,83
10329208,3561724,RGN,no official annotation,83
17776982,6554358,DN-SEZ,no official annotation,83
6978585,5869204,RGN,no official annotation,83
6445994,3436420,DN-SEZ,no official annotation,83
13744425,2340336,sensory,gut,83
12634154,2357110,RGN,no official annotation,83
7005184,7569260,DN-VNC,no official annotation,83
3046503,2355126,RGN,no official annotation,83
2284021,2456826,sensory,gut,83
10459723,13535380,RGN,no official annotation,83
12252572,16651566,pre-DN-VNC,no official annotation,84
17105218,9067063,pre-DN-VNC,PL-18,84
17383431,9532295,pre-DN-VNC,no official annotation,84
11303036,15823055,pre-DN-VNC,no official annotation,84
20421224,17466463,pre-DN-VNC,no official annotation,84
16635345,5859372,pre-DN-VNC,no official annotation,84
16992171,17356024,pre-DN-VNC,no official annotation,84
9237734,15800115,pre-DN-VNC,no official annotation,84
16562142,15894278,DN-VNC,no official annotation,84
17053270,5319633,DN-VNC,no official annotation,84
18485293,17647621,DN-VNC,no official annotation,84
18267838,4173633,pre-DN-VNC,no official annotation,84
14241490,16924423,pre-DN-VNC,no official annotation,84
18106257,17031293,PN-somato,mechano-Ch 2nd_order PN; proprio 2nd_order PN,84
10240382,5895651,pre-DN-VNC,no official annotation,84
16547292,15732497,pre-DN-VNC,no official annotation,84
15525711,9068346,pre-DN-VNC,no official annotation,84
10921106,16388736,DN-VNC,no official annotation,85
11625573,18545747,pre-DN-VNC,no official annotation,85
16345627,16671014,pre-DN-VNC,PL-22,85
6623089,17897230,pre-DN-VNC,no official annotation,85
12935706,16852421,pre-DN-VNC,no official annotation,85
14726012,9091922,pre-DN-VNC,no official annotation,85
14726069,5805651,pre-DN-VNC,no official annotation,85
14999928,4591713,pre-DN-VNC,PL-21,85
15028907,11362589,PN-somato,proprio 2nd_order PN,85
4966994,16578252,pre-DN-VNC,PL-23,85
9235545,17435815,pre-DN-VNC,no official annotation,85
10728328,18464581,DN-VNC,no official annotation,85
16937395,9519425,pre-DN-VNC,no official annotation,85
9594273,16934932,pre-DN-VNC,PL-20,85
16545264,5164129,pre-DN-VNC,no official annotation,85
15539984,8271875,pre-DN-VNC,no official annotation,85
12928099,15474790,CN,no official annotation,85
8025665,6190181,pre-DN-VNC,no official annotation,85
9961098,4311241,pre-DN-VNC,no official annotation,85
10248031,17380319,pre-DN-VNC,no official annotation,85
9870483,12935696,CN,PL-12,85
10238739,5893912,pre-DN-VNC,no official annotation,85
13714311,8710444,pre-DN-VNC,no official annotation,85
9612903,17535542,pre-DN-SEZ,no official annotation,85
18538744,11362334,pre-DN-VNC,no official annotation,85
17110007,6188181,pre-DN-VNC,no official annotation,85
17108278,9051500,PN-somato,noci 2nd_order PN,85
9714476,16709072,pre-DN-VNC,no official annotation,85
10447988,16540741,pre-DN-VNC,no official annotation,85
18566361,16471422,pre-DN-VNC,no official annotation,85
10728333,13557064,DN-VNC,no official annotation,85
9429085,17247877,pre-DN-SEZ,no official annotation,86
5760480,4127096,pre-DN-VNC,no official annotation,86
17353986,18604097,DN-VNC,no official annotation,86
8801715,19092010,pre-DN-VNC,no official annotation,86
12736001,15155348,pre-DN-VNC,no official annotation,86
14651659,13760954,DN-VNC,no official annotation,86
7439913,15934458,DN-VNC,no official annotation,86
16863538,20443362,pre-DN-VNC,no official annotation,86
16547297,15589738,pre-DN-VNC,no official annotation,86
12420898,5162462,pre-DN-VNC,no official annotation,86
16561660,13652117,DN-VNC,PL-19,86
17075832,14039007,DN-VNC,no official annotation,86
17358891,19190681,DN-VNC,no official annotation,86
3564452,3571478,ascending,unknown modality,86
20139548,17380345,DN-SEZ,no official annotation,86
15512404,5786898,pre-DN-VNC,no official annotation,87
1622901,6156152,DN-VNC,no official annotation,87
11841664,5856647,pre-DN-VNC,no official annotation,87
10682660,16856539,MB-FBN,FBN-22,87
11468088,4188325,pre-DN-VNC,no official annotation,87
12598741,15706875,pre-DN-VNC,no official annotation,87
15512408,4917442,pre-DN-VNC,no official annotation,87
7057730,4017464,pre-DN-VNC,no official annotation,87
16327998,17173852,pre-DN-VNC,no official annotation,87
16545113,15732503,pre-DN-VNC,no official annotation,87
7058243,15478720,MB-FFN,FFN-26,87
5681132,7574701,MB-FBN,FBN-25,87
16561284,17173922,PN-somato,noci 2nd_order PN,87
16427492,4180774,MB-FBN,FBN-24,87
4324567,15732509,pre-DN-VNC,no official annotation,87
16952691,5052370,DN-VNC,no official annotation,87
17448356,13675374,pre-DN-VNC,no official annotation,87
16851577,16950798,DN-VNC,no official annotation,87
16950121,4849988,PN-somato,proprio 2nd_order PN,87
17022668,12474164,DN-VNC,no official annotation,87
16950115,6609380,pre-DN-VNC,no official annotation,87
15513540,5790355,pre-DN-VNC,no official annotation,87
5870071,4144377,MB-FBN,FBN-27,87
9154024,16947349,pre-DN-VNC,no official annotation,87
16547281,13722900,pre-DN-VNC,no official annotation,87
13736919,17877682,DN-VNC,no official annotation,88
16547287,5167842,pre-DN-VNC,no official annotation,88
18058793,14588375,DN-VNC,no official annotation,88
17732256,17656886,DN-VNC,no official annotation,88
17732311,5995125,DN-VNC,no official annotation,88
16675987,13646473,DN-VNC,no official annotation,88
18305476,13007383,DN-SEZ,no official annotation,88
18695745,17587734,DN-SEZ,no official annotation,88
17777031,15672263,DN-VNC,no official annotation,88
17736755,15964206,DN-VNC,no official annotation,88
11013583,17589475,DN-VNC,no official annotation,88
4206755,7124156,ascending,noci,88
20556072,17025508,DN-VNC,no official annotation,88
16972043,4507955,MB-FFN,FFN-36,88
8059283,14913093,ascending,proprio,88
20172310,9521722,LN,no official annotation,88
17736748,17639824,DN-VNC,no official annotation,88
16952671,6154200,DN-VNC,no official annotation,88
16952648,5900426,DN-VNC,no official annotation,88
7955278,12026822,DN-SEZ,no official annotation,88
16852622,16950767,DN-VNC,no official annotation,89
16952665,6154921,DN-VNC,no official annotation,89
16856617,16561429,LN,no official annotation,89
10473853,16355225,pre-DN-VNC,no official annotation,89
10756813,2648254,DN-SEZ,no official annotation,89
11022546,17663944,pre-DN-VNC,no official annotation,89
16856369,4185530,PN-somato,proprio 2nd_order PN,89
17360404,4390116,pre-DN-VNC,no official annotation,89
16670540,16950443,DN-VNC,no official annotation,89
16952642,6155577,DN-VNC,no official annotation,89
17736641,20911955,DN-VNC,no official annotation,89
11876076,15674282,pre-DN-VNC,no official annotation,89
15516413,5816138,pre-DN-VNC,no official annotation,89
17358864,13842372,DN-SEZ,no official annotation,89
18929470,6700147,DN-VNC,no official annotation,89
18076102,17654514,DN-VNC,no official annotation,89
19835787,17380309,pre-DN-VNC,no official annotation,89
15995958,18080008,pre-DN-VNC,no official annotation,89
4324479,19950281,pre-DN-VNC,no official annotation,89
17736654,20911961,DN-VNC,no official annotation,89
13028455,4142619,pre-DN-VNC,no official annotation,89
17809869,17654519,DN-SEZ,no official annotation,89
7025831,5782947,pre-DN-VNC,no official annotation,89
9423829,9057043,MB-FBN,FBN-11,90
3979181,5794678,DN-VNC,no official annotation,91
7700444,16910799,pre-DN-VNC,no official annotation,91
17165755,13727202,DN-VNC,no official annotation,91
9061235,13836327,CN,no official annotation,91
10964258,17357979,pre-DN-VNC,PL-13,91
11476614,18084995,MB-FBN,FB2N-20,91
15525794,9069084,pre-DN-VNC,no official annotation,91
15005403,15894178,DN-VNC,no official annotation,91
16667306,16520950,DN-VNC,no official annotation,91
4749004,17323054,pre-DN-VNC,no official annotation,91
16667592,16950550,DN-VNC,no official annotation,91
16560178,9068024,pre-DN-VNC,no official annotation,91
16561224,6702943,DN-SEZ,no official annotation,91
16852589,6610913,pre-DN-SEZ,no official annotation,91
19361427,16950354,DN-VNC,no official annotation,91
7025064,8161142,pre-DN-VNC,no official annotation,92
16851496,16339338,DN-VNC,no official annotation,92
16851718,9097065,pre-DN-VNC,no official annotation,92
10553248,8496618,DN-VNC,no official annotation,92
1678567,6153877,DN-VNC,no official annotation,92
18551732,8161148,pre-DN-VNC,no official annotation,92
17454636,15467736,pre-DN-VNC,no official annotation,92
17015609,8790590,MB-FFN,FFN-38,no cluster
no pair,15542199,sensory,gustatory-pharyngeal,no cluster
no pair,8199012,sensory,gustatory-pharyngeal,no cluster
15713206,15629888,sensory,gustatory-external,no cluster
15998319,15594038,sensory,gustatory-pharyngeal,no cluster
5120990,4044654,sensory,gustatory-external,no cluster
15998913,15508475,sensory,gustatory-pharyngeal,no cluster
15998899,15605657,sensory,gustatory-pharyngeal,no cluster
